Mailing City,Mailing State/Province,Mailing Zip/Postal Code,Mailing Country,Start Term and Year,Name,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Non_English_Speakers,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
Loma Linda,CA,92354,United States,Fall 2021,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92354,United States,Fall 2021,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92354,United States,Fall 2022,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92354,United States,Fall 2022,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92354,United States,Fall 2023,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92354,United States,Fall 2023,ZCTA5 92354,23054,72951,38.5,2735,16980,1510,9931,2048,7599,19275,585,22782,21,22552,3265,477900,1573,3375,4757,,201545.0,19567,3482,92354
Loma Linda,CA,92373,United States,Fall 2022,ZCTA5 92373,33946,93886,38.8,3351,23716,1867,21367,1569,18338,27224,1218,33386,0,33351,2296,648200,1796,7044,6034,,322370.0,27653,4468,92373
Lomita,CA,90717,United States,Fall 2019,ZCTA5 90717,21788,88111,40.6,2834,15728,1286,10875,1076,7927,18070,405,21657,47,21592,2732,732200,1740,3722,4605,,272550.0,18325,3138,90717
Lomita,CA,90717,United States,Fall 2023,ZCTA5 90717,21788,88111,40.6,2834,15728,1286,10875,1076,7927,18070,405,21657,47,21592,2732,732200,1740,3722,4605,,272550.0,18325,3138,90717
Lompoc,CA,93436,United States,Fall 2023,ZCTA5 93436,55591,71922,35.9,7584,35981,3525,29509,2000,19061,42808,1928,52298,17,52658,7657,438200,1458,10128,8004,,591560.0,43453,9917,93436
Long Beach,CA,90813,United States,Fall 2021,ZCTA5 90813,53647,48535,31.7,5648,33694,1831,17545,5685,5001,41348,2305,53378,61,53223,13614,470000,1464,2401,14814,,637170.0,42299,11754,90813
Long Beach,CA,90805,United States,Spring 2019,ZCTA5 90805,96515,64848,32.5,13498,60869,4578,18733,17779,6944,75073,3676,96102,288,95812,18063,564900,1545,11960,16203,,1239010.0,76579,17267,90805
Long Beach,CA,90805,United States,Fall 2019,ZCTA5 90805,96515,64848,32.5,13498,60869,4578,18733,17779,6944,75073,3676,96102,288,95812,18063,564900,1545,11960,16203,,1239010.0,76579,17267,90805
Long Beach,CA,90805,United States,Fall 2020,ZCTA5 90805,96515,64848,32.5,13498,60869,4578,18733,17779,6944,75073,3676,96102,288,95812,18063,564900,1545,11960,16203,,1239010.0,76579,17267,90805
Long Beach,CA,90806,United States,Fall 2023,ZCTA5 90806,40688,67632,35.0,5164,27032,1809,14728,6788,4262,32131,1732,40277,30,40103,7027,632300,1489,4284,8257,,500900.0,32674,8826,90806
Long Beach,CA,90802,United States,Fall 2020,ZCTA5 90802,40012,69613,35.3,3326,30873,2089,19421,5696,13897,35479,2075,39528,0,39366,6482,521800,1755,4599,17135,,626250.0,35922,11578,90802
Long Beach,CA,90810,United States,Fall 2020,ZCTA5 90810,36306,75152,36.4,5334,24495,2363,11955,3089,2362,29453,1471,36286,30,36168,5019,551700,1442,5677,4288,,416340.0,29971,7306,90810
Long Beach,CA,90810,United States,Fall 2021,ZCTA5 90810,36306,75152,36.4,5334,24495,2363,11955,3089,2362,29453,1471,36286,30,36168,5019,551700,1442,5677,4288,,416340.0,29971,7306,90810
Long Beach,CA,90807,United States,Fall 2019,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90807,United States,Fall 2020,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90807,United States,Fall 2021,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90807,United States,Fall 2022,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90807,United States,Fall 2022,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90807,United States,Fall 2023,ZCTA5 90807,33153,89319,41.6,3031,23887,1873,15098,4580,12370,27439,999,32763,115,32698,2591,772400,1819,6990,5781,,436620.0,27834,5403,90807
Long Beach,CA,90815,United States,Fall 2019,ZCTA5 90815,42759,110565,36.9,3576,28423,1750,27858,3236,21494,35503,1182,42410,7,39891,2941,840300,2151,9874,5336,,498125.0,35836,7093,90815
Long Beach,CA,90815,United States,Fall 2020,ZCTA5 90815,42759,110565,36.9,3576,28423,1750,27858,3236,21494,35503,1182,42410,7,39891,2941,840300,2151,9874,5336,,498125.0,35836,7093,90815
Long Beach,CA,90815,United States,Fall 2020,ZCTA5 90815,42759,110565,36.9,3576,28423,1750,27858,3236,21494,35503,1182,42410,7,39891,2941,840300,2151,9874,5336,,498125.0,35836,7093,90815
Long Beach,CA,90815,United States,Fall 2020,ZCTA5 90815,42759,110565,36.9,3576,28423,1750,27858,3236,21494,35503,1182,42410,7,39891,2941,840300,2151,9874,5336,,498125.0,35836,7093,90815
Long Beach,CA,90815,United States,Fall 2023,ZCTA5 90815,42759,110565,36.9,3576,28423,1750,27858,3236,21494,35503,1182,42410,7,39891,2941,840300,2151,9874,5336,,498125.0,35836,7093,90815
Long Beach,CA,90808,United States,Fall 2019,ZCTA5 90808,39698,131535,43.3,3765,28566,2825,25301,1517,20678,31832,961,39636,23,39648,2162,854200,2204,11785,2413,,469100.0,32292,4591,90808
Long Beach,CA,90808,United States,Fall 2021,ZCTA5 90808,39698,131535,43.3,3765,28566,2825,25301,1517,20678,31832,961,39636,23,39648,2162,854200,2204,11785,2413,,469100.0,32292,4591,90808
Long Beach,CA,90808,United States,Spring 2021,ZCTA5 90808,39698,131535,43.3,3765,28566,2825,25301,1517,20678,31832,961,39636,23,39648,2162,854200,2204,11785,2413,,469100.0,32292,4591,90808
Long Beach,CA,90808,United States,Fall 2022,ZCTA5 90808,39698,131535,43.3,3765,28566,2825,25301,1517,20678,31832,961,39636,23,39648,2162,854200,2204,11785,2413,,469100.0,32292,4591,90808
Long Beach,CA,90808,United States,Fall 2023,ZCTA5 90808,39698,131535,43.3,3765,28566,2825,25301,1517,20678,31832,961,39636,23,39648,2162,854200,2204,11785,2413,,469100.0,32292,4591,90808
Loomis,CA,95650,United States,Fall 2021,ZCTA5 95650,14098,130869,46.9,1899,10379,1353,12234,10,11950,11866,349,14071,0,14052,834,763200,1681,4752,603,,134185.0,11981,1607,95650
Los Alamitos,CA,90720,United States,Fall 2019,ZCTA5 90720,23673,131660,43.2,2142,16174,1256,14771,867,12954,18548,724,23452,37,23524,1474,1127100,2366,5306,2902,,282185.0,18950,2765,90720
Los Alamitos,CA,90720,United States,Fall 2022,ZCTA5 90720,23673,131660,43.2,2142,16174,1256,14771,867,12954,18548,724,23452,37,23524,1474,1127100,2366,5306,2902,,282185.0,18950,2765,90720
Los Alamitos,CA,90720,United States,Fall 2023,ZCTA5 90720,23673,131660,43.2,2142,16174,1256,14771,867,12954,18548,724,23452,37,23524,1474,1127100,2366,5306,2902,,282185.0,18950,2765,90720
Los Altos,CA,94024,United States,Fall 2019,ZCTA5 94024,24041,250001,47.4,591,16557,425,13431,234,12991,19073,390,23915,0,23915,686,2000001,3501,7139,978,,159570.0,19429,2315,94024
Los Angeles,CA,90013,United States,Spring 2023,ZCTA5 90013,14587,24853,43.3,2235,13559,712,4749,4039,4023,14261,1254,14583,0,14541,6658,755100,1092,625,7156,,152515.0,14313,5569,90013
Los Angeles,CA,90017,United States,Fall 2020,ZCTA5 90017,28754,46626,32.7,2865,20327,1393,7518,3699,3246,23784,1006,28707,0,28684,10236,708900,1493,734,12830,,396630.0,24056,8060,90017
Los Angeles,CA,90006,United States,Fall 2019,ZCTA5 90006,56628,47599,35.7,8864,39652,1678,13244,1669,2911,46575,1684,56075,37,55794,12891,781400,1346,2033,17067,,902075.0,47375,13088,90006
Los Angeles,CA,90006,United States,Fall 2022,ZCTA5 90006,56628,47599,35.7,8864,39652,1678,13244,1669,2911,46575,1684,56075,37,55794,12891,781400,1346,2033,17067,,902075.0,47375,13088,90006
Los Angeles,CA,90044,United States,Fall 2020,ZCTA5 90044,98990,48386,31.2,15873,59095,3274,16893,30985,1175,73174,4496,98889,115,98039,26351,551800,1397,8441,19297,,1216270.0,75021,19768,90044
Los Angeles,CA,90044,United States,Fall 2020,ZCTA5 90044,98990,48386,31.2,15873,59095,3274,16893,30985,1175,73174,4496,98889,115,98039,26351,551800,1397,8441,19297,,1216270.0,75021,19768,90044
Los Angeles,CA,90044,United States,Fall 2022,ZCTA5 90044,98990,48386,31.2,15873,59095,3274,16893,30985,1175,73174,4496,98889,115,98039,26351,551800,1397,8441,19297,,1216270.0,75021,19768,90044
Los Angeles,CA,90044,United States,Fall 2023,ZCTA5 90044,98990,48386,31.2,15873,59095,3274,16893,30985,1175,73174,4496,98889,115,98039,26351,551800,1397,8441,19297,,1216270.0,75021,19768,90044
Los Angeles,CA,90033,United States,Fall 2019,ZCTA5 90033,47655,50616,31.8,5842,29378,1212,9278,907,1308,37148,2234,47193,77,46605,12649,632200,1311,2632,10709,,563090.0,37797,10328,90033
Los Angeles,CA,90033,United States,Fall 2021,ZCTA5 90033,47655,50616,31.8,5842,29378,1212,9278,907,1308,37148,2234,47193,77,46605,12649,632200,1311,2632,10709,,563090.0,37797,10328,90033
Los Angeles,CA,90059,United States,Fall 2019,ZCTA5 90059,39471,50939,30.4,5456,23175,1501,8303,10320,520,28169,2429,39278,114,39074,9285,486500,1248,4797,5554,,443440.0,28874,6871,90059
Los Angeles,CA,90059,United States,Fall 2021,ZCTA5 90059,39471,50939,30.4,5456,23175,1501,8303,10320,520,28169,2429,39278,114,39074,9285,486500,1248,4797,5554,,443440.0,28874,6871,90059
Los Angeles,CA,90059,United States,Fall 2023,ZCTA5 90059,39471,50939,30.4,5456,23175,1501,8303,10320,520,28169,2429,39278,114,39074,9285,486500,1248,4797,5554,,443440.0,28874,6871,90059
Los Angeles,CA,90003,United States,Fall 2019,ZCTA5 90003,75024,51275,29.5,11078,43514,1764,12889,12352,354,54285,3133,75006,144,74424,20142,494600,1407,4845,13091,,986535.0,55645,14784,90003
Los Angeles,CA,90011,United States,Fall 2019,ZCTA5 90011,106042,51819,30.6,11585,62769,2116,25646,6092,801,79512,5419,105900,122,105151,28613,531600,1425,6519,17880,,1470755.0,81650,23122,90011
Los Angeles,CA,90011,United States,Fall 2021,ZCTA5 90011,106042,51819,30.6,11585,62769,2116,25646,6092,801,79512,5419,105900,122,105151,28613,531600,1425,6519,17880,,1470755.0,81650,23122,90011
Los Angeles,CA,90002,United States,Fall 2019,ZCTA5 90002,53108,54221,30.2,6807,31116,1233,12306,8355,200,39698,2793,53100,68,52768,12740,462400,1434,5314,7699,,698295.0,40561,11261,90002
Los Angeles,CA,90002,United States,Fall 2020,ZCTA5 90002,53108,54221,30.2,6807,31116,1233,12306,8355,200,39698,2793,53100,68,52768,12740,462400,1434,5314,7699,,698295.0,40561,11261,90002
Los Angeles,CA,90061,United States,Fall 2022,ZCTA5 90061,28646,56837,32.3,4050,17743,1226,6444,7639,405,21447,980,28334,100,28036,6697,513300,1393,3094,4572,,334585.0,21770,5128,90061
Los Angeles,CA,90001,United States,Fall 2019,ZCTA5 90001,57652,57698,31.0,7386,34238,1538,16284,4295,373,42692,2676,57639,116,57464,12186,487800,1377,4736,8861,,786850.0,43767,11813,90001
Los Angeles,CA,90018,United States,Fall 2020,ZCTA5 90018,49898,58987,35.9,6948,34502,2007,13547,12125,3917,40689,2018,49276,103,49160,10850,850900,1486,5369,10970,,716220.0,41095,9889,90018
Los Angeles,CA,90018,United States,Fall 2021,ZCTA5 90018,49898,58987,35.9,6948,34502,2007,13547,12125,3917,40689,2018,49276,103,49160,10850,850900,1486,5369,10970,,716220.0,41095,9889,90018
Los Angeles,CA,90022,United States,Fall 2022,ZCTA5 90022,64147,65142,33.2,9041,41543,1912,19305,339,940,50818,1835,64115,11,63902,10624,574300,1322,5949,11216,,834985.0,51812,13198,90022
Los Angeles,CA,90022,United States,Fall 2023,ZCTA5 90022,64147,65142,33.2,9041,41543,1912,19305,339,940,50818,1835,64115,11,63902,10624,574300,1322,5949,11216,,834985.0,51812,13198,90022
Los Angeles,CA,90019,United States,Fall 2019,ZCTA5 90019,59410,65972,38.8,8834,44860,2713,18118,10624,10399,50505,2885,58737,14,58710,9859,1151500,1708,5895,17681,,811930.0,51027,13719,90019
Los Angeles,CA,90047,United States,Fall 2019,ZCTA5 90047,52200,67018,37.4,8096,35741,3282,6904,27004,1253,41573,2189,52142,9,51958,9052,612200,1471,9291,7911,,693760.0,42212,9659,90047
Los Angeles,CA,90047,United States,Fall 2019,ZCTA5 90047,52200,67018,37.4,8096,35741,3282,6904,27004,1253,41573,2189,52142,9,51958,9052,612200,1471,9291,7911,,693760.0,42212,9659,90047
Los Angeles,CA,90032,United States,Fall 2021,ZCTA5 90032,44881,76608,37.4,6126,30863,1747,11735,1256,3997,36996,2157,44724,71,43541,6435,694800,1448,7254,6173,,559770.0,37385,9267,90032
Los Angeles,CA,90026,United States,Fall 2019,ZCTA5 90026,64769,80549,36.1,6493,49933,2564,25707,2449,19428,55845,3083,64468,57,64325,11501,1108500,1702,6225,20005,,929865.0,56659,16746,90026
Los Angeles,CA,90026,United States,Fall 2020,ZCTA5 90026,64769,80549,36.1,6493,49933,2564,25707,2449,19428,55845,3083,64468,57,64325,11501,1108500,1702,6225,20005,,929865.0,56659,16746,90026
Los Angeles,CA,90249,United States,Fall 2023,ZCTA5 90249,25929,83125,40.3,3401,18614,1658,6178,6405,3240,21227,538,25773,0,25661,2322,643900,1523,5255,3478,,339650.0,21628,4164,90249
Los Angeles,CA,92503,United States,Fall 2022,ZCTA5 92503,88617,87042,34.5,17147,57107,3904,38566,3006,21659,67807,1993,88033,46,87709,10151,489200,1701,16215,8288,,1365965.0,69188,14233,92503
Los Angeles,CA,90065,United States,Fall 2023,ZCTA5 90065,44897,88329,38.7,5887,33702,1941,17169,817,12420,37774,1905,44830,0,44715,6010,959500,1709,7704,8496,,557740.0,38159,9359,90065
Los Angeles,CA,90042,United States,Fall 2022,ZCTA5 90042,59151,89168,37.7,7210,44983,2645,20966,1283,13105,50073,3095,58930,0,58459,6249,850700,1756,9549,11650,,828885.0,50595,12085,90042
Los Angeles,CA,90042,United States,Fall 2023,ZCTA5 90042,59151,89168,37.7,7210,44983,2645,20966,1283,13105,50073,3095,58930,0,58459,6249,850700,1756,9549,11650,,828885.0,50595,12085,90042
Los Angeles,CA,90066,United States,Fall 2019,ZCTA5 90066,54142,100344,39.3,4323,42371,2323,31481,2639,26391,46311,1728,53866,21,53523,3765,1519200,2082,9061,15618,,652800.0,46884,10079,90066
Los Angeles,CA,90025,United States,Fall 2022,ZCTA5 90025,44429,103511,34.8,2595,34918,1506,27345,1542,24462,40029,2102,44168,8,44187,5221,1072300,2418,5486,16680,,481275.0,40234,11326,90025
Los Angeles,CA,90039,United States,Fall 2019,ZCTA5 90039,28244,108338,41.4,2302,22804,1540,14131,452,11795,24869,1079,27968,6,27953,2516,1139300,1996,5662,6390,,352670.0,24992,5607,90039
Los Angeles,CA,90041,United States,Fall 2019,ZCTA5 90041,28321,111938,40.4,2666,20405,1341,11874,574,9015,23734,942,28123,22,26669,2731,1042100,1747,5150,4725,,334380.0,24027,4313,90041
Los Angeles,CA,90041,United States,Fall 2019,ZCTA5 90041,28321,111938,40.4,2666,20405,1341,11874,574,9015,23734,942,28123,22,26669,2731,1042100,1747,5150,4725,,334380.0,24027,4313,90041
Los Angeles,CA,90045,United States,Fall 2022,ZCTA5 90045,41123,125692,36.2,2123,27930,2045,23160,3601,20329,35505,1506,41085,9,37545,3210,1277400,2790,7596,8256,,438830.0,36094,7797,90045
Los Gatos,CA,95032,United States,Fall 2019,ZCTA5 95032,27678,185822,44.6,1100,19562,966,19236,373,18357,21729,688,27364,26,27315,982,2000001,2937,6703,3713,,269840.0,22167,2585,95032
Los Gatos,CA,95032,United States,Fall 2023,ZCTA5 95032,27678,185822,44.6,1100,19562,966,19236,373,18357,21729,688,27364,26,27315,982,2000001,2937,6703,3713,,269840.0,22167,2585,95032
Louisville,KY,40216,United States,Fall 2021,ZCTA5 40216,43167,51221,39.1,8996,29499,2339,20331,18514,19081,33474,1406,42776,31,42614,8280,145200,852,11157,6261,,403575.0,34181,6276,40216
Louisville,KY,40245,United States,Fall 2022,ZCTA5 40245,38861,118333,40.2,2513,26301,1623,30492,3689,29991,30794,757,38017,159,37861,2240,418000,1441,11191,3113,,385360.0,31406,4079,40245
Lower Lake,CA,95457,United States,Fall 2021,ZCTA5 95457,3252,42721,56.5,653,2501,318,2049,18,1954,2700,67,3174,0,3174,997,379600,1149,996,367,,34135.0,2770,255,95457
Loyalton,CA,96118,United States,Fall 2023,ZCTA5 96118,1581,62099,56.0,431,1195,105,1480,0,1427,1354,7,1548,0,1548,320,244800,1056,504,89,,16435.0,1393,172,96118
Lubbock,TX,79423,United States,Fall 2020,ZCTA5 79423,42284,82854,36.0,5346,27563,2124,32014,1794,24936,32257,783,42084,225,42258,3381,204500,1274,12009,4485,,381935.0,32766,4896,79423
Lucerne Valley,CA,92356,United States,Fall 2020,ZCTA5 92356,7048,43780,40.0,1135,4764,336,4706,202,3706,5507,498,7048,11,7044,2443,205600,1073,1690,772,,79970.0,5604,1189,92356
Ludlow,MA,1056,United States,Fall 2021,ZCTA5 01056,20883,76395,44.6,4343,15470,1874,18474,255,17786,18121,442,20281,0,20222,1969,285000,1192,6293,2209,,208130.0,18357,3658,1056
Lynchburg,VA,24503,United States,Fall 2022,ZCTA5 24503,20017,90363,42.3,1533,13108,975,16580,2047,16164,15852,318,19781,1,19338,1611,293500,913,6162,1926,,144555.0,16241,2158,24503
Lynden,WA,98264,United States,Fall 2023,ZCTA5 98264,22334,90147,36.0,3790,14275,1524,17672,156,16961,17254,427,22191,84,22178,2037,465200,1424,5247,2835,,206300.0,17606,2567,98264
Lynwood,CA,90262,United States,Fall 2023,ZCTA5 90262,66073,67620,32.3,10002,41535,1515,21884,5388,1559,50421,2991,64011,158,63704,10271,540500,1488,7523,7645,,812550.0,51331,12471,90262
Lytle creek,CA,92358,United States,Fall 2020,ZCTA5 92358,762,68750,42.5,74,594,51,730,0,420,720,31,762,0,762,96,512000,1488,279,50,,19465.0,720,129,92358
Madera,CA,93637,United States,Fall 2019,ZCTA5 93637,41324,71057,32.4,4707,24448,2122,17654,1487,7043,30128,1959,41284,43,41226,8251,337500,1258,6393,4960,,363130.0,30617,5661,93637
Madera,CA,93637,United States,Fall 2023,ZCTA5 93637,41324,71057,32.4,4707,24448,2122,17654,1487,7043,30128,1959,41284,43,41226,8251,337500,1258,6393,4960,,363130.0,30617,5661,93637
Madison,WI,53719,United States,Fall 2021,ZCTA5 53719,33006,90962,34.3,2856,22937,1659,23502,2260,22000,26391,554,32696,0,32765,1902,337200,1350,7734,7473,,305900.0,26980,6116,53719
Madison,AL,35756,United States,Fall 2019,ZCTA5 35756,23425,124874,34.8,1977,14971,1293,14819,5396,14228,17293,485,23410,0,23356,1160,321000,1534,6776,1636,,215685.0,17666,2160,35756
Madison,AL,35756,United States,Fall 2020,ZCTA5 35756,23425,124874,34.8,1977,14971,1293,14819,5396,14228,17293,485,23410,0,23356,1160,321000,1534,6776,1636,,215685.0,17666,2160,35756
Magnolia,TX,77354,United States,Fall 2020,ZCTA5 77354,40094,112562,38.1,5003,26568,2102,28435,2108,25329,30574,678,40079,206,39963,3910,344600,1456,10820,2631,,594460.0,31253,4075,77354
Makawao,HI,96768,United States,Fall 2022,ZCTA5 96768,18662,113528,44.8,3578,13839,1282,6404,126,6088,15571,354,18590,5,18598,1938,857500,1788,4332,2069,,230330.0,15745,2536,96768
Mammoth Lakes,CA,93546,United States,Fall 2021,ZCTA5 93546,8689,86216,38.7,1072,6283,793,7102,17,5630,7031,52,8689,68,8689,992,569000,1297,2343,1383,,61935.0,7301,1454,93546
Mammoth Lakes,CA,93546,United States,Fall 2022,ZCTA5 93546,8689,86216,38.7,1072,6283,793,7102,17,5630,7031,52,8689,68,8689,992,569000,1297,2343,1383,,61935.0,7301,1454,93546
Manchester,TN,37355,United States,Fall 2023,ZCTA5 37355,29152,60907,37.7,6267,19394,1496,26084,924,25291,22811,496,28735,73,28718,4243,224200,871,7725,3187,,318890.0,23190,3390,37355
Manhattan,MT,59741,United States,Fall 2020,ZCTA5 59741,5315,78239,41.6,996,3516,322,5063,0,5036,3999,8,5289,5,5284,345,435500,1597,1630,449,,50545.0,4077,614,59741
Manhattan Bch,CA,90266,United States,Fall 2023,ZCTA5 90266,35123,187217,43.4,1142,24208,1085,26129,148,25099,27197,638,35072,0,35017,1117,2000001,3366,9391,4009,,346560.0,27698,3805,90266
Mansfield,OH,44903,United States,Fall 2019,ZCTA5 44903,25860,61688,39.6,6253,17150,1576,20638,2629,20529,20156,845,25596,47,25490,4447,163100,784,7174,2956,,231865.0,20596,3634,44903
Mansfield,OH,44903,United States,Fall 2022,ZCTA5 44903,25860,61688,39.6,6253,17150,1576,20638,2629,20529,20156,845,25596,47,25490,4447,163100,784,7174,2956,,231865.0,20596,3634,44903
Manteca,CA,95337,United States,Fall 2020,ZCTA5 95337,44192,99665,35.6,6846,28463,3114,18327,1875,12167,32952,1137,44080,90,44004,4224,568100,1841,9204,3808,,686850.0,33498,6285,95337
Manteca,CA,95337,United States,Fall 2022,ZCTA5 95337,44192,99665,35.6,6846,28463,3114,18327,1875,12167,32952,1137,44080,90,44004,4224,568100,1841,9204,3808,,686850.0,33498,6285,95337
Manteca,CA,95366,United States,Fall 2022,ZCTA5 95366,18500,104041,39.9,2854,12592,1231,13969,124,11723,14334,289,18378,59,18365,1722,627000,1752,4500,2073,,233080.0,14586,2067,95366
Marana,AZ,85741,United States,Fall 2022,ZCTA5 85741,33480,68395,37.2,4010,23032,2415,21957,875,17346,27951,895,33124,23,33143,3025,242600,1347,8571,5585,,404895.0,28462,5517,85741
Marion,IN,46952,United States,Fall 2023,ZCTA5 46952,18101,52056,44.3,3709,12911,1356,15664,881,15251,14759,666,17963,20,17960,3406,117600,746,5538,2449,,155900.0,14915,2322,46952
Marion,NY,14505,United States,Summer 2023,ZCTA5 14505,4896,72115,44.9,873,3561,571,4494,30,4436,3965,62,4896,0,4833,400,160400,668,1707,329,,62900.0,4005,621,14505
Martinez,CA,94553,United States,Fall 2023,ZCTA5 94553,49062,118704,42.2,5459,35713,3869,32314,1803,29124,40097,1414,48593,48,48409,3088,723400,2170,13812,5362,,655755.0,40374,6775,94553
Mather,CA,95682,United States,Fall 2022,ZCTA5 95682,29750,108556,46.1,3652,21592,2201,25278,163,22898,24506,806,29653,0,29694,1899,640700,1711,8554,2956,,331820.0,24929,3774,95682
Mather,CA,95655,United States,Fall 2022,ZCTA5 95655,4954,123893,33.6,344,2968,378,2722,482,2524,3568,113,4954,0,4954,525,528800,-666666666,1224,394,,43935.0,3683,464,95655
Maywood,CA,90270,United States,Fall 2021,ZCTA5 90270,24950,57741,31.8,3757,15099,594,8746,247,164,18728,686,24806,15,24681,4967,565500,1392,1918,4429,,319865.0,19146,5064,90270
Maywood,CA,90270,United States,Fall 2022,ZCTA5 90270,24950,57741,31.8,3757,15099,594,8746,247,164,18728,686,24806,15,24681,4967,565500,1392,1918,4429,,319865.0,19146,5064,90270
McAlester,OK,74501,United States,Fall 2023,ZCTA5 74501,28740,54549,38.4,5954,19820,1869,20276,919,19261,22742,831,26816,78,26684,5180,147300,848,7746,3419,,203045.0,23156,3817,74501
McKinney,TX,75070,United States,Fall 2023,ZCTA5 75070,57516,101188,36.0,4482,36747,3297,33377,7739,29495,44014,1359,57486,18,57449,2497,392000,1712,11777,9871,,769735.0,45110,5760,75070
McKinney,TX,75071,United States,Fall 2019,ZCTA5 75071,66298,124763,37.6,6381,43721,3940,42848,8529,37741,49805,1400,65150,100,64937,3694,415600,1946,16691,5286,,745300.0,50800,6990,75071
McMinnville,OR,97128,United States,Fall 2023,ZCTA5 97128,38272,67176,41.4,4518,25911,2046,30307,143,27960,30946,743,37787,0,36609,6052,387200,1217,9286,5176,,309930.0,31367,5543,97128
Meadow Vista,CA,95722,United States,Fall 2020,ZCTA5 95722,4829,115795,55.8,515,3865,545,4260,0,3994,4128,47,4829,15,4814,148,655000,1641,1669,216,,48275.0,4186,387,95722
Mecca,CA,92254,United States,Fall 2019,ZCTA5 92254,9362,38103,39.1,1364,6423,256,611,0,41,8029,565,9362,0,9285,1614,177500,881,2433,957,,126300.0,8071,1864,92254
Medford,OR,97501,United States,Fall 2022,ZCTA5 97501,45900,58722,37.5,8544,31772,2681,36929,380,33226,37551,1414,45588,25,45462,6642,297600,1166,9920,8544,,355415.0,38153,7199,97501
Medford,OR,97504,United States,Fall 2020,ZCTA5 97504,49426,76246,41.4,6986,35383,3146,42432,434,38707,39348,859,48764,53,48705,5203,405600,1270,12233,7758,,301375.0,39937,5863,97504
Medford,OR,97504,United States,Fall 2022,ZCTA5 97504,49426,76246,41.4,6986,35383,3146,42432,434,38707,39348,859,48764,53,48705,5203,405600,1270,12233,7758,,301375.0,39937,5863,97504
Medford,MA,2155,United States,Fall 2019,ZCTA5 02155,63873,115048,34.5,8155,45531,2466,44322,4976,42897,56383,1696,63283,11,59698,4425,669600,2311,13520,11848,,937950.0,56772,12859,2155
Menifee,CA,925,United States,Fall 2022,ZCTA5 00925,5556,13016,41.7,594,4045,360,2242,839,51,5292,387,5548,0,5049,3028,150800,567,543,2220,,73355.0,5349,1860,925
Menifee,CA,92586,United States,Fall 2019,ZCTA5 92586,20152,56528,57.6,4927,16359,1889,12572,1483,10301,17552,677,20047,0,20057,1938,324700,1482,6755,2341,,260935.0,17698,2199,92586
Menifee,CA,92586,United States,Fall 2022,ZCTA5 92586,20152,56528,57.6,4927,16359,1889,12572,1483,10301,17552,677,20047,0,20057,1938,324700,1482,6755,2341,,260935.0,17698,2199,92586
Menifee,CA,92586,United States,Fall 2023,ZCTA5 92586,20152,56528,57.6,4927,16359,1889,12572,1483,10301,17552,677,20047,0,20057,1938,324700,1482,6755,2341,,260935.0,17698,2199,92586
Menifee,CA,92586,United States,Fall 2023,ZCTA5 92586,20152,56528,57.6,4927,16359,1889,12572,1483,10301,17552,677,20047,0,20057,1938,324700,1482,6755,2341,,260935.0,17698,2199,92586
